order_id,order_date,customer_id,city,customer_segment,product_id,product_name,category,quantity,unit_price,discount_pct,discount_amount,sales_amount,profit_amount,payment_mode,order_status,customer_rating,delivery_days
ORD00063,2025-06-23,3173,Delhi,New,40,Dress D,Clothing,3,2217,20,1330.2,5320.8,1450.01,UPI,Delivered,4,7
ORD00064,2025-08-21,3531,Ahmedabad,New,31,Jacket C,Clothing,1,895,10,89.5,805.5,193.52,Debit Card,Cancelled,2,0
ORD00065,2025-05-20,2161,Bengaluru,Returning,24,T-Shirt D,Clothing,2,5106,15,1531.8,8680.2,2935.39,COD,Delivered,5,8
ORD00066,2025-09-27,2047,Bengaluru,New,45,Table A,Furniture,1,31346,20,6269.2,25076.8,10913.65,Credit Card,Delivered,4,2
ORD00067,2025-01-04,1296,Bengaluru,Loyal,37,Dress A,Clothing,1,5220,15,783.0,4437.0,1358.62,Credit Card,Shipped,4,1
ORD00068,2025-08-12,2660,Ahmedabad,New,9,Headphones A,Electronics,1,17921,10,1792.1,16128.9,4750.69,Credit Card,Delivered,1,6
ORD00069,2025-03-29,2641,Delhi,Returning,80,Bath D,Beauty,1,1189,25,297.25,891.75,179.83,Credit Card,Delivered,4,7
ORD00070,2025-06-08,2439,Delhi,Loyal,78,Bath B,Beauty,1,3535,5,176.75,3358.25,1441.96,Credit Card,Delivered,5,3
ORD00071,2025-05-01,3310,Delhi,Returning,16,Smartwatch D,Electronics,1,43984,20,8796.8,35187.2,14381.89,UPI,Shipped,5,8
ORD00072,2025-12-15,2241,Pune,Returning,96,Bedding D,Home & Kitchen,2,16901,20,6760.4,27041.6,9808.9,UPI,Delivered,5,1
ORD00073,2025-06-30,3520,Hyderabad,Loyal,40,Dress D,Clothing,1,2217,0,0.0,2217.0,963.6,UPI,Cancelled,5,0
ORD00074,2025-08-25,1618,Ahmedabad,Returning,43,Chair C,Furniture,2,44739,0,0.0,89478.0,29399.96,Debit Card,Delivered,5,8
ORD00075,2025-02-22,3147,Mumbai,Loyal,80,Bath D,Beauty,1,1189,25,297.25,891.75,380.98,UPI,Delivered,4,3
ORD00076,2025-07-06,1388,Chandigarh,New,22,T-Shirt B,Clothing,1,5692,10,569.2,5122.8,1366.24,COD,Delivered,5,7
ORD00077,2025-05-26,2271,Pune,Loyal,10,Headphones B,Electronics,2,82481,20,32992.4,131969.6,28269.8,UPI,Delivered,5,7
ORD00078,2025-03-08,3808,Pune,Loyal,41,Chair A,Furniture,1,14546,20,2909.2,11636.8,4053.06,COD,Delivered,5,2
ORD00079,2025-11-27,1564,Bengaluru,New,55,Bed C,Furniture,1,6456,10,645.6,5810.4,2130.13,Credit Card,Shipped,3,5
ORD00080,2025-02-21,1632,Pune,Returning,25,Jeans A,Clothing,3,6579,20,3947.4,15789.6,6944.4,COD,Delivered,3,3
ORD00081,2025-08-13,3188,Ahmedabad,Returning,11,Headphones C,Electronics,2,31296,5,3129.6,59462.4,11191.48,UPI,Delivered,4,8
ORD00082,2025-04-10,1664,Hyderabad,Returning,27,Jeans C,Clothing,2,4660,15,1398.0,7922.0,2577.39,COD,Delivered,5,3
ORD00083,2025-05-09,2118,Jaipur,Loyal,13,Smartwatch A,Electronics,3,50099,20,30059.4,120237.6,23775.87,COD,Delivered,4,9
ORD00084,2025-03-17,2532,Pune,Returning,62,Skincare B,Beauty,4,2646,5,529.2,10054.8,2307.48,Net Banking,Delivered,4,2
ORD00085,2025-07-11,3852,Mumbai,Loyal,3,Smartphone C,Electronics,4,5459,25,5459.0,16377.0,4495.66,UPI,Delivered,5,8
ORD00086,2025-08-18,1456,Mumbai,Returning,48,Table D,Furniture,1,28588,10,2858.8,25729.2,10080.01,Credit Card,Delivered,5,4
ORD00087,2025-06-04,3589,Delhi,Returning,18,Tablet B,Electronics,1,66902,20,13380.4,53521.6,17479.05,COD,Delivered,4,4
ORD00088,2025-03-15,1278,Mumbai,Loyal,23,T-Shirt C,Clothing,2,3687,5,368.7,7005.3,2073.01,Debit Card,Delivered,5,9
ORD00089,2025-09-17,1067,Chandigarh,New,68,Makeup D,Beauty,2,1312,15,393.6,2230.4,477.75,Debit Card,Returned,4,7
ORD00090,2025-05-04,3633,Pune,New,77,Bath A,Beauty,1,3122,20,624.4,2497.6,628.15,UPI,Delivered,3,8
ORD00091,2025-12-23,1172,Kolkata,Loyal,33,Sneakers A,Clothing,3,5058,0,0.0,15174.0,3894.68,UPI,Delivered,4,5
ORD00092,2025-09-21,3686,Bengaluru,New,37,Dress A,Clothing,2,5220,10,1044.0,9396.0,4135.3,UPI,Cancelled,4,0
ORD00093,2025-07-08,3127,Mumbai,Loyal,31,Jacket C,Clothing,2,895,15,268.5,1521.5,545.4,Credit Card,Delivered,4,2
ORD00094,2025-08-06,2827,Pune,New,1,Smartphone A,Electronics,5,16027,5,4006.75,76128.25,23045.69,UPI,Delivered,5,7
ORD00095,2025-03-27,1235,Pune,Returning,45,Table A,Furniture,1,31346,25,7836.5,23509.5,5056.66,Debit Card,Delivered,2,7
ORD00096,2025-07-06,1967,Ahmedabad,New,28,Jeans D,Clothing,2,5673,0,0.0,11346.0,4668.31,Debit Card,Delivered,5,6
ORD00097,2025-07-05,3169,Pune,Returning,21,T-Shirt A,Clothing,1,4602,5,230.1,4371.9,1165.78,Credit Card,Shipped,4,6
ORD00098,2025-11-29,3884,Chennai,Loyal,1,Smartphone A,Electronics,1,16027,5,801.35,15225.65,4800.01,Net Banking,Delivered,4,5
ORD00099,2025-12-22,3794,Kolkata,Loyal,87,Mixer C,Home & Kitchen,1,4819,5,240.95,4578.05,1005.97,UPI,Delivered,5,6
ORD00100,2025-12-08,2481,Mumbai,Returning,39,Dress C,Clothing,2,3177,10,635.4,5718.6,1197.13,Debit Card,Cancelled,4,0
ORD00101,2025-04-13,3507,Ahmedabad,Returning,62,Skincare B,Beauty,3,2646,0,0.0,7938.0,2798.6,Credit Card,Shipped,5,2
ORD00102,2025-06-08,3632,Chennai,Loyal,23,T-Shirt C,Clothing,2,3687,20,1474.8,5899.2,2000.33,COD,Delivered,2,8
ORD00103,2025-12-15,1227,Mumbai,Returning,32,Jacket D,Clothing,3,1134,20,680.4,2721.6,754.58,COD,Delivered,5,9
ORD00104,2025-03-20,3602,Jaipur,New,23,T-Shirt C,Clothing,1,3687,25,921.75,2765.25,1076.02,COD,Shipped,5,5
ORD00105,2025-03-06,3952,Ahmedabad,Returning,43,Chair C,Furniture,2,44739,20,17895.6,71582.4,19823.56,Net Banking,Delivered,5,6
ORD00106,2025-10-16,3532,Ahmedabad,Returning,3,Smartphone C,Electronics,1,5459,0,0.0,5459.0,1058.46,UPI,Delivered,5,8
ORD00107,2025-11-18,2801,Chennai,New,51,Sofa C,Furniture,4,33869,15,20321.4,115154.6,44205.89,UPI,Delivered,4,8
ORD00108,2025-04-15,3301,Pune,Returning,38,Dress B,Clothing,1,6215,25,1553.75,4661.25,1695.69,Net Banking,Delivered,3,4
ORD00109,2025-08-27,1655,Chennai,Loyal,20,Tablet D,Electronics,1,78078,0,0.0,78078.0,34068.29,COD,Delivered,5,6
ORD00110,2025-04-08,2873,Hyderabad,Returning,80,Bath D,Beauty,5,1189,15,891.75,5053.25,1593.47,Credit Card,Delivered,5,4
ORD00111,2025-10-26,1549,Kolkata,New,35,Sneakers C,Clothing,1,3800,20,760.0,3040.0,643.78,UPI,Delivered,5,6
ORD00112,2025-07-26,3253,Jaipur,Returning,36,Sneakers D,Clothing,1,1477,20,295.4,1181.6,469.62,UPI,Delivered,4,2
ORD00113,2025-03-07,3049,Pune,Returning,97,Appliance A,Home & Kitchen,1,973,10,97.3,875.7,262.17,COD,Delivered,2,1
ORD00114,2025-03-12,2610,Jaipur,New,63,Skincare C,Beauty,1,5380,15,807.0,4573.0,1873.95,UPI,Cancelled,5,0
ORD00115,2025-10-31,1449,Hyderabad,New,21,T-Shirt A,Clothing,2,4602,15,1380.6,7823.4,2023.45,Credit Card,Delivered,5,5
ORD00116,2025-12-19,1699,Ahmedabad,Returning,59,Bookshelf C,Furniture,1,44283,25,11070.75,33212.25,7924.97,Debit Card,Delivered,4,7
ORD00117,2025-03-17,1836,Chandigarh,Returning,73,Fragrance A,Beauty,1,3255,25,813.75,2441.25,1026.13,Credit Card,Delivered,4,8
ORD00118,2025-02-01,3184,Kolkata,New,65,Makeup A,Beauty,1,1545,10,154.5,1390.5,250.99,Credit Card,Delivered,4,6
ORD00119,2025-12-13,1922,Kolkata,Returning,76,Fragrance D,Beauty,2,3453,25,1726.5,5179.5,1961.07,UPI,Delivered,5,5
ORD00120,2025-05-28,1500,Jaipur,New,79,Bath C,Beauty,2,3178,10,635.6,5720.4,1833.12,Net Banking,Shipped,5,9
ORD00121,2025-07-14,3687,Hyderabad,Loyal,91,Storage C,Home & Kitchen,3,16293,5,2443.95,46435.05,17254.23,Net Banking,Delivered,4,8
ORD00122,2025-04-20,1208,Mumbai,New,20,Tablet D,Electronics,1,78078,20,15615.6,62462.4,16367.26,UPI,Delivered,5,9
ORD00123,2025-04-26,1647,Delhi,Loyal,58,Bookshelf B,Furniture,1,22591,10,2259.1,20331.9,5211.34,Debit Card,Delivered,4,8
ORD00124,2025-09-02,3192,Chandigarh,Returning,45,Table A,Furniture,4,31346,10,12538.4,112845.6,42084.4,Net Banking,Delivered,5,1
ORD00125,2025-03-31,2186,Chennai,Returning,37,Dress A,Clothing,1,5220,0,0.0,5220.0,943.59,COD,Delivered,5,1
ORD00126,2025-06-02,3066,Jaipur,New,58,Bookshelf B,Furniture,4,22591,10,9036.4,81327.6,30348.89,Credit Card,Cancelled,4,0
ORD00127,2025-02-27,1792,Chandigarh,Returning,38,Dress B,Clothing,1,6215,10,621.5,5593.5,1431.82,COD,Shipped,3,7
ORD00128,2025-08-07,2572,Mumbai,New,35,Sneakers C,Clothing,1,3800,0,0.0,3800.0,1520.41,Credit Card,Cancelled,4,0
ORD00129,2025-06-18,2661,Bengaluru,New,27,Jeans C,Clothing,2,4660,10,932.0,8388.0,2294.16,UPI,Delivered,5,5
ORD00130,2025-12-20,3482,Bengaluru,Returning,7,Laptop C,Electronics,4,45609,10,18243.6,164192.4,46639.04,Net Banking,Delivered,4,9
ORD00131,2025-08-30,3883,Ahmedabad,Returning,63,Skincare C,Beauty,2,5380,5,538.0,10222.0,2497.21,COD,Delivered,4,2
ORD00132,2025-02-01,1842,Mumbai,New,73,Fragrance A,Beauty,2,3255,20,1302.0,5208.0,1588.97,Credit Card,Delivered,5,8
ORD00133,2025-02-16,2263,Chennai,Returning,84,Cookware D,Home & Kitchen,3,14749,15,6637.05,37609.95,15584.62,Credit Card,Delivered,5,7
ORD00134,2025-05-11,1283,Pune,New,78,Bath B,Beauty,1,3535,0,0.0,3535.0,1547.52,Debit Card,Delivered,5,8
ORD00135,2025-01-17,2547,Chennai,Returning,29,Jacket A,Clothing,2,6799,25,3399.5,10198.5,1895.39,Credit Card,Cancelled,4,0
ORD00136,2025-03-10,1094,Mumbai,New,56,Bed D,Furniture,1,18193,20,3638.6,14554.4,5004.88,Debit Card,Delivered,5,8
ORD00137,2025-12-11,1463,Pune,Loyal,80,Bath D,Beauty,2,1189,5,118.9,2259.1,865.62,UPI,Delivered,2,7
ORD00138,2025-11-11,1200,Delhi,Returning,64,Skincare D,Beauty,3,1329,5,199.35,3787.65,1493.69,Debit Card,Delivered,4,1
ORD00139,2025-07-25,3366,Hyderabad,Returning,32,Jacket D,Clothing,1,1134,0,0.0,1134.0,467.39,UPI,Cancelled,5,0
ORD00140,2025-05-02,1718,Hyderabad,Returning,26,Jeans B,Clothing,5,4145,20,4145.0,16580.0,6471.48,UPI,Delivered,5,7
ORD00141,2025-10-12,2542,Jaipur,New,21,T-Shirt A,Clothing,4,4602,25,4602.0,13806.0,4791.9,Credit Card,Delivered,3,9
ORD00142,2025-08-31,3283,Kolkata,Loyal,3,Smartphone C,Electronics,1,5459,25,1364.75,4094.25,1682.84,Net Banking,Delivered,4,7
ORD00143,2025-05-05,2545,Delhi,New,19,Tablet C,Electronics,2,19892,15,5967.6,33816.4,7482.69,Credit Card,Shipped,5,1
ORD00144,2025-02-07,1063,Kolkata,New,18,Tablet B,Electronics,2,66902,25,33451.0,100353.0,30016.62,UPI,Cancelled,4,0
ORD00145,2025-03-02,2160,Bengaluru,New,74,Fragrance B,Beauty,1,1656,5,82.8,1573.2,412.46,Credit Card,Delivered,4,9
ORD00146,2025-11-29,2282,Kolkata,New,28,Jeans D,Clothing,1,5673,15,850.95,4822.05,1563.21,COD,Delivered,4,4
ORD00147,2025-03-16,2007,Hyderabad,Returning,19,Tablet C,Electronics,4,19892,20,15913.6,63654.4,16269.86,UPI,Delivered,4,6
ORD00148,2025-05-12,3951,Kolkata,New,62,Skincare B,Beauty,4,2646,25,2646.0,7938.0,1986.96,UPI,Shipped,4,3
ORD00149,2025-10-05,1948,Chandigarh,Loyal,94,Bedding B,Home & Kitchen,2,1411,0,0.0,2822.0,549.72,COD,Delivered,2,3
ORD00150,2025-01-05,3180,Ahmedabad,New,14,Smartwatch B,Electronics,1,10799,20,2159.8,8639.2,2400.08,Net Banking,Delivered,5,1
ORD00151,2025-01-09,1395,Chennai,New,54,Bed B,Furniture,2,5674,10,1134.8,10213.2,4548.67,COD,Cancelled,4,0
ORD00152,2025-04-09,3856,Delhi,Returning,57,Bookshelf A,Furniture,3,40231,10,12069.3,108623.7,25566.46,Credit Card,Delivered,4,2
ORD00153,2025-12-01,1702,Chennai,New,88,Mixer D,Home & Kitchen,2,6459,0,0.0,12918.0,4399.55,Debit Card,Delivered,2,7
ORD00154,2025-11-27,3322,Chandigarh,Returning,64,Skincare D,Beauty,5,1329,0,0.0,6645.0,1384.86,UPI,Cancelled,4,0
ORD00155,2025-02-08,3405,Mumbai,Loyal,48,Table D,Furniture,3,28588,20,17152.8,68611.2,18683.55,Net Banking,Delivered,3,7
ORD00156,2025-02-09,3824,Jaipur,New,39,Dress C,Clothing,1,3177,15,476.55,2700.45,721.56,Credit Card,Delivered,5,9
ORD00157,2025-06-27,1122,Ahmedabad,Loyal,13,Smartwatch A,Electronics,1,50099,0,0.0,50099.0,17937.44,Net Banking,Delivered,5,8
ORD00158,2025-09-09,2010,Ahmedabad,Returning,3,Smartphone C,Electronics,4,5459,15,3275.4,18560.6,7421.47,Debit Card,Delivered,5,2
ORD00159,2025-05-18,2822,Pune,Loyal,20,Tablet D,Electronics,3,78078,5,11711.7,222522.3,55695.79,Credit Card,Delivered,4,5
ORD00160,2025-02-22,3446,Chennai,Returning,17,Tablet A,Electronics,1,54035,20,10807.0,43228.0,12977.92,UPI,Delivered,5,6
ORD00161,2025-07-17,1695,Jaipur,Returning,17,Tablet A,Electronics,1,54035,0,0.0,54035.0,13740.68,Net Banking,Returned,5,4
ORD00162,2025-05-18,2011,Chennai,Returning,35,Sneakers C,Clothing,1,3800,5,190.0,3610.0,1200.82,UPI,Shipped,5,8
ORD00163,2025-11-01,2350,Chennai,Loyal,42,Chair B,Furniture,1,29845,10,2984.5,26860.5,12038.15,Credit Card,Delivered,4,7
ORD00164,2025-11-30,2308,Bengaluru,Returning,97,Appliance A,Home & Kitchen,1,973,20,194.6,778.4,151.19,Credit Card,Delivered,4,8
ORD00165,2025-10-22,3254,Ahmedabad,New,76,Fragrance D,Beauty,1,3453,15,517.95,2935.05,1031.51,UPI,Returned,1,5
ORD00166,2025-08-13,3930,Mumbai,Returning,73,Fragrance A,Beauty,2,3255,15,976.5,5533.5,1484.62,Debit Card,Delivered,4,7
ORD00167,2025-02-07,3200,Chennai,Returning,30,Jacket B,Clothing,1,4480,15,672.0,3808.0,1164.18,Credit Card,Shipped,5,2
ORD00168,2025-02-25,2359,Chandigarh,Returning,78,Bath B,Beauty,2,3535,5,353.5,6716.5,1849.12,Debit Card,Delivered,5,7
ORD00169,2025-02-24,2897,Ahmedabad,Returning,1,Smartphone A,Electronics,1,16027,25,4006.75,12020.25,3725.37,Debit Card,Delivered,5,9
ORD00170,2025-03-19,2278,Delhi,New,35,Sneakers C,Clothing,2,3800,10,760.0,6840.0,2309.78,UPI,Returned,4,10
ORD00171,2025-09-05,2406,Delhi,New,27,Jeans C,Clothing,1,4660,25,1165.0,3495.0,1145.8,Credit Card,Shipped,5,3
ORD00172,2025-05-05,3624,Kolkata,New,30,Jacket B,Clothing,1,4480,20,896.0,3584.0,1200.21,UPI,Delivered,5,7
ORD00173,2025-01-15,1257,Chandigarh,Loyal,80,Bath D,Beauty,1,1189,20,237.8,951.2,317.72,Debit Card,Delivered,5,9
ORD00174,2025-04-06,3504,Kolkata,Returning,28,Jeans D,Clothing,1,5673,10,567.3,5105.7,1372.98,Credit Card,Delivered,4,2
ORD00175,2025-06-28,2283,Hyderabad,Returning,22,T-Shirt B,Clothing,2,5692,25,2846.0,8538.0,2214.61,Net Banking,Delivered,3,5
ORD00176,2025-03-01,3202,Mumbai,Returning,3,Smartphone C,Electronics,1,5459,15,818.85,4640.15,1564.08,Debit Card,Delivered,5,3
ORD00177,2025-10-12,1560,Ahmedabad,New,20,Tablet D,Electronics,1,78078,10,7807.8,70270.2,15646.64,UPI,Delivered,3,7
ORD00178,2025-10-15,1904,Kolkata,New,38,Dress B,Clothing,1,6215,15,932.25,5282.75,1784.41,Credit Card,Delivered,4,5
ORD00179,2025-04-26,3225,Kolkata,New,43,Chair C,Furniture,3,44739,20,26843.4,107373.6,26791.87,Credit Card,Delivered,5,6
ORD00180,2025-10-05,2220,Chennai,Loyal,73,Fragrance A,Beauty,2,3255,15,976.5,5533.5,1673.8,UPI,Shipped,5,1
ORD00181,2025-08-19,3409,Delhi,Loyal,18,Tablet B,Electronics,3,66902,15,30105.9,170600.1,36913.01,COD,Delivered,5,7
ORD00182,2025-03-26,2326,Ahmedabad,Returning,48,Table D,Furniture,1,28588,5,1429.4,27158.6,6315.22,Credit Card,Delivered,5,5
ORD00183,2025-05-29,2136,Mumbai,Loyal,43,Chair C,Furniture,3,44739,25,33554.25,100662.75,23142.48,Net Banking,Shipped,5,3
ORD00184,2025-12-26,2697,Chennai,New,89,Storage A,Home & Kitchen,1,690,10,69.0,621.0,140.54,Credit Card,Delivered,4,2
ORD00185,2025-11-21,1382,Pune,Returning,78,Bath B,Beauty,1,3535,20,707.0,2828.0,700.08,Credit Card,Delivered,5,8
